Country;Region;Site;coral_cover;geometry;historical_1995_2014_ensemble;future_2021_2040_ssp119_ensemble;future_2021_2040_ssp126_ensemble;future_2021_2040_ssp245_ensemble;future_2021_2040_ssp370_ensemble;future_2021_2040_ssp585_ensemble;future_2041_2060_ssp119_ensemble;future_2041_2060_ssp126_ensemble;future_2041_2060_ssp245_ensemble;future_2041_2060_ssp370_ensemble;future_2041_2060_ssp585_ensemble;future_2081_2100_ssp119_ensemble;future_2081_2100_ssp126_ensemble;future_2081_2100_ssp245_ensemble;future_2081_2100_ssp370_ensemble;future_2081_2100_ssp585_ensemble
BONAIRE;Central;29;12;c(291.72392, 12.14547);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;30;0;c(291.72245, 12.15139);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;30;2.1;c(291.72245, 12.15139);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;31;0;c(291.7214, 12.15454);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;31;12.2;c(291.7214, 12.15454);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;32;0.5;c(291.71954, 12.15845);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;32;15;c(291.71954, 12.15845);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;33;1.3;c(291.7167, 12.16195);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;33;25.8;c(291.7167, 12.16195);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;34;0.5;c(291.71328, 12.16468);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;34;1.9;c(291.71328, 12.16468);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;35;10.3;c(291.71319, 12.16924);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;35;30.3;c(291.71319, 12.16924);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;36;14.3;c(291.7111, 12.17318);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;36;25.9;c(291.7111, 12.17318);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;37;5.6;c(291.70795, 12.17725);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;37;39.8;c(291.70795, 12.17725);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;38;6.5;c(291.7066, 12.18108);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;38;33.2;c(291.7066, 12.18108);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;39;15.2;c(291.70454, 12.18467);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;39;20.9;c(291.70454, 12.18467);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;40;12.4;c(291.70177, 12.18893);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;40;34.5;c(291.70177, 12.18893);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;41;14.6;c(291.69992, 12.19229);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;41;15.5;c(291.69992, 12.19229);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;42;14.9;c(291.69759, 12.19598);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;42;19.2;c(291.69759, 12.19598);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;43;5.9;c(291.69373, 12.19824);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;43;25.3;c(291.69373, 12.19824);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;44;2.3;c(291.69001, 12.20042);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;44;23.6;c(291.69001, 12.20042);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;45;5.3;c(291.68654, 12.2038);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;45;8.5;c(291.68654, 12.2038);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;46;4.9;c(291.68309, 12.2063);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;46;17.7;c(291.68309, 12.2063);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;47;12.4;c(291.67932, 12.20886);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;47;13.2;c(291.67932, 12.20886);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;48;30.9;c(291.6758, 12.21061);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;48;32.6;c(291.6758, 12.21061);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;49;2.4;c(291.67155, 12.21133);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;49;20.8;c(291.67155, 12.21133);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;50;23.1;c(291.66723, 12.2129);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;50;37.3;c(291.66723, 12.2129);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;51;5.6;c(291.66265, 12.21449);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;51;30.5;c(291.66265, 12.21449);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;52;15.2;c(291.65858, 12.2152);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;52;36.2;c(291.65858, 12.2152);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;53;23.1;c(291.65491, 12.21759);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Central;53;40;c(291.65491, 12.21759);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Klein Bonaire;118;0.8;c(291.7054, 12.15105);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Klein Bonaire;118;2.8;c(291.7054, 12.15105);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Klein Bonaire;119;18.8;c(291.70386, 12.14924);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Klein Bonaire;119;35.3;c(291.70386, 12.14924);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Klein Bonaire;120;23.5;c(291.70222, 12.14782);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Klein Bonaire;120;42.8;c(291.70222, 12.14782);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Klein Bonaire;121;11.5;c(291.69811, 12.14557);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Klein Bonaire;121;25.2;c(291.69811, 12.14557);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Klein Bonaire;122;8;c(291.69357, 12.14501);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Klein Bonaire;122;29.8;c(291.69357, 12.14501);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Klein Bonaire;123;0.9;c(291.68557, 12.1488);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Klein Bonaire;123;13.2;c(291.68557, 12.1488);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Klein Bonaire;124;11.8;c(291.68074, 12.14951);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Klein Bonaire;124;40.1;c(291.68074, 12.14951);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Klein Bonaire;125;14.2;c(291.67698, 12.14982);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Klein Bonaire;125;25;c(291.67698, 12.14982);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Klein Bonaire;126;15.3;c(291.67122, 12.14827);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
BONAIRE;Klein Bonaire;126;35.8;c(291.67122, 12.14827);26.98463414579853;27.42330860608417;27.582255824766587;27.576169634904158;27.547160396203264;27.636983669891475;27.576325013448713;27.847240664219104;27.96749291742586;28.05293379978956;28.23528039977889;27.47126097766972;27.938973934016687;28.58840912854312;29.280903849036452;29.924931736631617
