Country;Region;Site;coral_cover;geometry;historical_1995_2014_ensemble;ssp119_2021_2040_ensemble;ssp126_2021_2040_ensemble;ssp245_2021_2040_ensemble;ssp370_2021_2040_ensemble;ssp585_2021_2040_ensemble;ssp119_2041_2060_ensemble;ssp126_2041_2060_ensemble;ssp245_2041_2060_ensemble;ssp370_2041_2060_ensemble;ssp585_2041_2060_ensemble;ssp119_2081_2100_ensemble;ssp126_2081_2100_ensemble;ssp245_2081_2100_ensemble;ssp370_2081_2100_ensemble;ssp585_2081_2100_ensemble
FLORIDA KEYS;Upper Keys;1127;4;c(279.77928, 25.2121);8.058139218886692;8.028259684642157;8.00860264102618;8.004284318288168;8.001574428876241;7.999665337800979;8.021954195698102;7.985403041044871;7.95783021847407;7.93689862092336;7.924681413173675;8.044987157980602;7.9891252299149835;7.898992113272349;7.80152538617452;7.717344355583191
FLORIDA KEYS;Upper Keys;1138;3;c(279.70699, 25.12604);8.062116159995396;8.028259684642157;8.012249618768692;8.007455233732859;8.004906197388967;8.003077771266302;8.021954195698102;7.9888830244541165;7.960569457213084;7.939592093229294;7.927277920643489;8.044987157980602;7.992835875352224;7.901569414138794;7.803450932105382;7.718610705931981
FLORIDA KEYS;Upper Keys;1158;0;c(279.77192, 25.2301);8.058139218886692;8.028259684642157;8.00860264102618;8.004284318288168;8.001574428876241;7.999665337800979;8.021954195698102;7.985403041044871;7.95783021847407;7.93689862092336;7.924681413173675;8.044987157980602;7.9891252299149835;7.898992113272349;7.80152538617452;7.717344355583191
FLORIDA KEYS;Upper Keys;1162;0;c(279.58231, 24.98817);8.060904922087987;8.021740065515042;8.01097839474678;8.006359001000723;8.003738699356715;8.00201317469279;8.015070923169453;7.987629403670629;7.95973254442215;7.93871161142985;7.926328438520431;8.038579772909483;7.991459619998932;7.900688282648722;7.8027307709058125;7.718188418944677
FLORIDA KEYS;Upper Keys;1164;2;c(279.78089, 25.21282);8.058139218886692;8.028259684642157;8.00860264102618;8.004284318288168;8.001574428876241;7.999665337800979;8.021954195698102;7.985403041044871;7.95783021847407;7.93689862092336;7.924681413173675;8.044987157980602;7.9891252299149835;7.898992113272349;7.80152538617452;7.717344355583191
FLORIDA KEYS;Upper Keys;1171;2;c(279.71418, 25.16055);8.062116159995396;8.028259684642157;8.012249618768692;8.007455233732859;8.004906197388967;8.003077771266302;8.021954195698102;7.9888830244541165;7.960569457213084;7.939592093229294;7.927277920643489;8.044987157980602;7.992835875352224;7.901569414138794;7.803450932105382;7.718610705931981
FLORIDA KEYS;Upper Keys;1184;5;c(279.79104, 25.22417);8.058139218886692;8.028259684642157;8.00860264102618;8.004284318288168;8.001574428876241;7.999665337800979;8.021954195698102;7.985403041044871;7.95783021847407;7.93689862092336;7.924681413173675;8.044987157980602;7.9891252299149835;7.898992113272349;7.80152538617452;7.717344355583191
FLORIDA KEYS;Upper Keys;1198;2;c(279.56645, 24.9577);8.060904922087987;8.021740065515042;8.01097839474678;8.006359001000723;8.003738699356715;8.00201317469279;8.015070923169453;7.987629403670629;7.95973254442215;7.93871161142985;7.926328438520431;8.038579772909483;7.991459619998932;7.900688282648722;7.8027307709058125;7.718188418944677
FLORIDA KEYS;Upper Keys;1201;31;c(279.78184, 25.20969);8.058139218886692;8.028259684642157;8.00860264102618;8.004284318288168;8.001574428876241;7.999665337800979;8.021954195698102;7.985403041044871;7.95783021847407;7.93689862092336;7.924681413173675;8.044987157980602;7.9891252299149835;7.898992113272349;7.80152538617452;7.717344355583191
FLORIDA KEYS;Upper Keys;1213;3;c(279.79179, 25.24075);8.058139218886692;8.028259684642157;8.00860264102618;8.004284318288168;8.001574428876241;7.999665337800979;8.021954195698102;7.985403041044871;7.95783021847407;7.93689862092336;7.924681413173675;8.044987157980602;7.9891252299149835;7.898992113272349;7.80152538617452;7.717344355583191
